

=== Predictions on test data ===

 inst#     actual  predicted error prediction
  4906        1:? 2:atempora       1 
  4907        1:? 1:temporal       0.501 
  4908        1:? 2:atempora       0.994 
  4909        1:? 2:atempora       0.994 
  4910        1:? 1:temporal       0.743 
  4911        1:? 1:temporal       0.739 
  4912        1:? 2:atempora       0.81 
  4913        1:? 2:atempora       0.81 
  4914        1:? 2:atempora       0.91 
  4915        1:? 2:atempora       1 
  4916        1:? 2:atempora       0.995 
  4917        1:? 2:atempora       0.998 
  4918        1:? 2:atempora       0.965 
  4919        1:? 2:atempora       0.999 
  4920        1:? 2:atempora       0.963 
  4921        1:? 2:atempora       0.996 
  4922        1:? 2:atempora       0.856 
  4923        1:? 2:atempora       0.93 
  4924        1:? 1:temporal       0.63 
  4925        1:? 1:temporal       0.995 
  4926        1:? 1:temporal       0.54 
  4927        1:? 1:temporal       0.898 
  4928        1:? 2:atempora       0.979 
  4929        1:? 2:atempora       0.997 
  4930        1:? 2:atempora       0.867 
  4931        1:? 2:atempora       1 
  4932        1:? 2:atempora       0.917 
  4933        1:? 2:atempora       0.999 
  4934        1:? 2:atempora       1 
  4935        1:? 2:atempora       0.999 
  4936        1:? 2:atempora       0.964 
  4937        1:? 2:atempora       1 
  4938        1:? 1:temporal       0.626 
  4939        1:? 1:temporal       0.532 
  4940        1:? 2:atempora       0.838 
  4941        1:? 1:temporal       0.821 
  4942        1:? 1:temporal       1 
  4943        1:? 1:temporal       0.63 
  4944        1:? 2:atempora       0.997 
  4945        1:? 2:atempora       1 
  4946        1:? 2:atempora       1 
  4947        1:? 2:atempora       0.999 
  4948        1:? 2:atempora       0.804 
  4949        1:? 2:atempora       0.888 
  4950        1:? 2:atempora       0.995 
  4951        1:? 2:atempora       0.951 
  4952        1:? 1:temporal       0.63 
  4953        1:? 2:atempora       1 
  4954        1:? 2:atempora       0.867 
  4955        1:? 2:atempora       0.867 
  4956        1:? 1:temporal       0.739 
  4957        1:? 1:temporal       0.623 
  4958        1:? 2:atempora       1 
  4959        1:? 2:atempora       0.987 
  4960        1:? 2:atempora       1 
  4961        1:? 1:temporal       0.99 
  4962        1:? 2:atempora       0.725 
  4963        1:? 2:atempora       1 
  4964        1:? 2:atempora       0.998 
  4965        1:? 2:atempora       0.972 
  4966        1:? 2:atempora       0.896 
  4967        1:? 2:atempora       0.999 
  4968        1:? 2:atempora       0.999 
  4969        1:? 2:atempora       1 
  4970        1:? 2:atempora       0.994 
  4971        1:? 2:atempora       0.989 
  4972        1:? 2:atempora       1 
  4973        1:? 1:temporal       0.557 
  4974        1:? 1:temporal       0.623 
  4975        1:? 2:atempora       0.936 
  4976        1:? 2:atempora       1 
  4977        1:? 2:atempora       0.734 
  4978        1:? 2:atempora       1 
  4979        1:? 1:temporal       0.63 
  4980        1:? 2:atempora       0.978 
  4981        1:? 1:temporal       0.854 
  4982        1:? 2:atempora       0.81 
  4983        1:? 2:atempora       0.678 
  4984        1:? 2:atempora       0.988 
  4985        1:? 1:temporal       0.63 
  4986        1:? 2:atempora       0.908 
  4987        1:? 2:atempora       1 
  4988        1:? 2:atempora       0.568 
  4989        1:? 2:atempora       1 
  4990        1:? 2:atempora       1 
  4991        1:? 2:atempora       0.867 
  4992        1:? 2:atempora       1 
  4993        1:? 1:temporal       0.989 
  4994        1:? 2:atempora       1 
  4995        1:? 2:atempora       0.972 
  4996        1:? 1:temporal       0.808 
  4997        1:? 1:temporal       0.63 
  4998        1:? 2:atempora       0.975 
  4999        1:? 1:temporal       0.868 
  5000        1:? 1:temporal       0.84 
  5001        1:? 2:atempora       0.988 
  5002        1:? 2:atempora       1 
  5003        1:? 2:atempora       1 
  5004        1:? 1:temporal       0.55 
  5005        1:? 2:atempora       1 
  5006        1:? 1:temporal       0.999 
  5007        1:? 2:atempora       0.949 
  5008        1:? 2:atempora       1 
  5009        1:? 2:atempora       1 
  5010        1:? 2:atempora       0.952 
  5011        1:? 2:atempora       0.959 
  5012        1:? 2:atempora       1 
  5013        1:? 2:atempora       0.678 
  5014        1:? 2:atempora       0.678 
  5015        1:? 2:atempora       1 
  5016        1:? 1:temporal       0.778 
  5017        1:? 2:atempora       0.948 
  5018        1:? 2:atempora       1 
  5019        1:? 2:atempora       0.996 
  5020        1:? 1:temporal       0.63 
  5021        1:? 2:atempora       0.907 
  5022        1:? 2:atempora       0.977 
  5023        1:? 1:temporal       0.996 
  5024        1:? 2:atempora       0.94 
  5025        1:? 1:temporal       0.768 
  5026        1:? 2:atempora       0.979 
  5027        1:? 2:atempora       0.726 
  5028        1:? 1:temporal       0.586 
  5029        1:? 2:atempora       0.998 
  5030        1:? 2:atempora       0.999 
  5031        1:? 2:atempora       0.821 
  5032        1:? 2:atempora       0.872 
  5033        1:? 2:atempora       0.616 
  5034        1:? 2:atempora       1 
  5035        1:? 2:atempora       1 
  5036        1:? 2:atempora       0.972 
  5037        1:? 2:atempora       0.931 
  5038        1:? 2:atempora       1 
  5039        1:? 2:atempora       0.998 
  5040        1:? 2:atempora       0.678 
  5041        1:? 2:atempora       0.82 
  5042        1:? 2:atempora       0.994 
  5043        1:? 2:atempora       1 
  5044        1:? 2:atempora       0.986 
  5045        1:? 1:temporal       0.63 
  5046        1:? 2:atempora       1 
  5047        1:? 2:atempora       0.999 
  5048        1:? 1:temporal       0.626 
  5049        1:? 2:atempora       1 
  5050        1:? 2:atempora       0.605 
  5051        1:? 2:atempora       0.707 
  5052        1:? 1:temporal       0.808 
  5053        1:? 1:temporal       0.619 
  5054        1:? 2:atempora       0.97 
  5055        1:? 2:atempora       0.991 
  5056        1:? 2:atempora       0.867 
  5057        1:? 2:atempora       0.997 
  5058        1:? 2:atempora       0.999 
  5059        1:? 1:temporal       0.857 
  5060        1:? 2:atempora       0.999 
  5061        1:? 2:atempora       0.997 
  5062        1:? 1:temporal       0.619 
  5063        1:? 2:atempora       1 
  5064        1:? 2:atempora       0.998 
  5065        1:? 2:atempora       0.871 
  5066        1:? 2:atempora       0.995 
  5067        1:? 2:atempora       0.998 
  5068        1:? 2:atempora       0.693 
  5069        1:? 2:atempora       0.849 
  5070        1:? 2:atempora       1 
  5071        1:? 2:atempora       0.898 
  5072        1:? 1:temporal       0.825 
  5073        1:? 2:atempora       1 
  5074        1:? 2:atempora       0.506 
  5075        1:? 2:atempora       1 
  5076        1:? 2:atempora       0.977 
  5077        1:? 2:atempora       1 
  5078        1:? 2:atempora       0.678 
  5079        1:? 2:atempora       1 
  5080        1:? 2:atempora       1 
  5081        1:? 1:temporal       0.743 
  5082        1:? 2:atempora       0.998 
  5083        1:? 2:atempora       1 
  5084        1:? 1:temporal       0.63 
  5085        1:? 2:atempora       0.986 
  5086        1:? 2:atempora       0.98 
  5087        1:? 2:atempora       0.982 
  5088        1:? 2:atempora       0.997 
  5089        1:? 2:atempora       0.853 
  5090        1:? 1:temporal       0.737 
  5091        1:? 2:atempora       0.965 
  5092        1:? 1:temporal       0.518 
  5093        1:? 1:temporal       0.935 
  5094        1:? 2:atempora       0.955 
  5095        1:? 2:atempora       0.677 
  5096        1:? 2:atempora       0.972 
  5097        1:? 2:atempora       0.52 
  5098        1:? 2:atempora       0.871 
  5099        1:? 2:atempora       0.987 
  5100        1:? 2:atempora       0.998 
  5101        1:? 1:temporal       0.876 
  5102        1:? 1:temporal       0.594 
  5103        1:? 2:atempora       0.983 
  5104        1:? 2:atempora       0.996 
  5105        1:? 1:temporal       0.619 
  5106        1:? 2:atempora       0.867 
  5107        1:? 2:atempora       0.898 
  5108        1:? 2:atempora       1 
  5109        1:? 2:atempora       0.678 
  5110        1:? 2:atempora       0.996 
  5111        1:? 2:atempora       1 
  5112        1:? 2:atempora       0.96 
  5113        1:? 2:atempora       1 
  5114        1:? 2:atempora       1 
  5115        1:? 2:atempora       1 
  5116        1:? 1:temporal       0.52 
  5117        1:? 2:atempora       0.987 
  5118        1:? 1:temporal       0.96 
  5119        1:? 2:atempora       0.932 
  5120        1:? 1:temporal       0.84 
  5121        1:? 2:atempora       1 
  5122        1:? 1:temporal       0.63 
  5123        1:? 1:temporal       0.634 
  5124        1:? 2:atempora       1 
  5125        1:? 2:atempora       0.999 
  5126        1:? 2:atempora       0.907 
  5127        1:? 2:atempora       1 
  5128        1:? 2:atempora       0.97 
  5129        1:? 2:atempora       1 
  5130        1:? 2:atempora       1 
  5131        1:? 1:temporal       0.792 
  5132        1:? 2:atempora       0.912 
  5133        1:? 1:temporal       0.784 
  5134        1:? 2:atempora       1 
  5135        1:? 1:temporal       0.84 
  5136        1:? 1:temporal       0.623 
  5137        1:? 1:temporal       0.993 
  5138        1:? 1:temporal       0.898 
  5139        1:? 1:temporal       0.898 
  5140        1:? 2:atempora       0.891 
  5141        1:? 2:atempora       1 
  5142        1:? 1:temporal       0.786 
  5143        1:? 2:atempora       0.81 
  5144        1:? 2:atempora       1 
  5145        1:? 1:temporal       0.619 
  5146        1:? 2:atempora       0.867 
  5147        1:? 1:temporal       0.969 
  5148        1:? 2:atempora       1 
  5149        1:? 1:temporal       0.898 
  5150        1:? 2:atempora       0.758 
  5151        1:? 1:temporal       0.722 
  5152        1:? 2:atempora       0.91 
  5153        1:? 2:atempora       1 
  5154        1:? 1:temporal       0.999 
  5155        1:? 2:atempora       0.751 
  5156        1:? 2:atempora       0.965 
  5157        1:? 2:atempora       0.678 
  5158        1:? 1:temporal       0.623 
  5159        1:? 2:atempora       0.907 
  5160        1:? 2:atempora       0.867 
  5161        1:? 2:atempora       0.994 
  5162        1:? 2:atempora       1 
  5163        1:? 1:temporal       0.63 
  5164        1:? 2:atempora       0.854 
  5165        1:? 2:atempora       1 
  5166        1:? 2:atempora       0.863 
  5167        1:? 2:atempora       0.99 
  5168        1:? 2:atempora       1 
  5169        1:? 2:atempora       0.978 
  5170        1:? 1:temporal       0.63 
  5171        1:? 2:atempora       0.559 
  5172        1:? 1:temporal       0.784 
  5173        1:? 1:temporal       0.532 
  5174        1:? 2:atempora       1 
  5175        1:? 2:atempora       0.962 
  5176        1:? 2:atempora       1 
  5177        1:? 2:atempora       0.959 
  5178        1:? 2:atempora       0.999 
  5179        1:? 2:atempora       1 
  5180        1:? 2:atempora       0.913 
  5181        1:? 2:atempora       1 
  5182        1:? 2:atempora       0.994 
  5183        1:? 2:atempora       0.81 
  5184        1:? 2:atempora       0.999 
  5185        1:? 2:atempora       1 
  5186        1:? 2:atempora       1 
  5187        1:? 1:temporal       0.813 
  5188        1:? 2:atempora       0.589 
  5189        1:? 2:atempora       1 
  5190        1:? 1:temporal       0.938 
  5191        1:? 2:atempora       0.994 
  5192        1:? 2:atempora       0.988 
  5193        1:? 1:temporal       0.742 
  5194        1:? 2:atempora       0.758 
  5195        1:? 1:temporal       0.961 
  5196        1:? 1:temporal       0.63 
  5197        1:? 2:atempora       0.999 
  5198        1:? 2:atempora       1 
  5199        1:? 2:atempora       1 
  5200        1:? 2:atempora       0.941 
  5201        1:? 1:temporal       0.84 
  5202        1:? 2:atempora       1 
  5203        1:? 2:atempora       1 
  5204        1:? 2:atempora       0.972 
  5205        1:? 2:atempora       0.993 
  5206        1:? 1:temporal       0.989 
  5207        1:? 1:temporal       1 
  5208        1:? 2:atempora       0.986 
  5209        1:? 1:temporal       0.63 
  5210        1:? 2:atempora       0.676 
  5211        1:? 2:atempora       0.998 
  5212        1:? 2:atempora       0.995 
  5213        1:? 1:temporal       0.783 
  5214        1:? 2:atempora       0.969 
  5215        1:? 1:temporal       0.901 
  5216        1:? 2:atempora       0.999 
  5217        1:? 1:temporal       0.63 
  5218        1:? 2:atempora       0.718 
  5219        1:? 2:atempora       0.998 
  5220        1:? 1:temporal       0.898 
  5221        1:? 2:atempora       1 
  5222        1:? 2:atempora       1 
  5223        1:? 1:temporal       1 
  5224        1:? 2:atempora       0.991 
  5225        1:? 2:atempora       0.989 
  5226        1:? 2:atempora       0.854 
  5227        1:? 2:atempora       1 
  5228        1:? 2:atempora       0.907 
  5229        1:? 1:temporal       0.898 
  5230        1:? 2:atempora       0.907 
  5231        1:? 2:atempora       0.715 
  5232        1:? 2:atempora       0.999 
  5233        1:? 2:atempora       1 
  5234        1:? 2:atempora       0.972 
  5235        1:? 1:temporal       0.812 
  5236        1:? 2:atempora       0.994 
  5237        1:? 1:temporal       0.63 
  5238        1:? 2:atempora       0.759 
  5239        1:? 1:temporal       0.898 
  5240        1:? 2:atempora       1 
  5241        1:? 2:atempora       0.972 
  5242        1:? 2:atempora       1 
  5243        1:? 2:atempora       0.983 
  5244        1:? 2:atempora       0.975 
  5245        1:? 1:temporal       0.778 
  5246        1:? 2:atempora       0.996 
  5247        1:? 1:temporal       0.701 
  5248        1:? 1:temporal       0.63 
  5249        1:? 2:atempora       0.678 
  5250        1:? 1:temporal       0.661 
  5251        1:? 2:atempora       1 
