

=== Predictions on test data ===

 inst#     actual  predicted error prediction
  2200        1:? 2:atempora       0.834 
  2201        1:? 1:temporal       0.613 
  2202        1:? 2:atempora       0.655 
  2203        1:? 1:temporal       0.723 
  2204        1:? 1:temporal       0.539 
  2205        1:? 2:atempora       0.531 
  2206        1:? 2:atempora       0.632 
  2207        1:? 2:atempora       0.635 
  2208        1:? 2:atempora       0.565 
  2209        1:? 1:temporal       0.762 
  2210        1:? 2:atempora       0.701 
  2211        1:? 1:temporal       0.674 
  2212        1:? 2:atempora       0.726 
  2213        1:? 1:temporal       0.696 
  2214        1:? 1:temporal       0.759 
  2215        1:? 1:temporal       0.653 
  2216        1:? 2:atempora       0.508 
  2217        1:? 1:temporal       0.52 
  2218        1:? 1:temporal       0.581 
  2219        1:? 1:temporal       0.706 
  2220        1:? 1:temporal       0.666 
  2221        1:? 1:temporal       0.61 
  2222        1:? 2:atempora       0.632 
  2223        1:? 2:atempora       0.538 
  2224        1:? 2:atempora       0.583 
  2225        1:? 2:atempora       0.51 
  2226        1:? 1:temporal       0.547 
  2227        1:? 1:temporal       0.5 
  2228        1:? 1:temporal       0.691 
  2229        1:? 2:atempora       0.515 
  2230        1:? 2:atempora       0.717 
  2231        1:? 2:atempora       0.706 
  2232        1:? 1:temporal       0.5 
  2233        1:? 1:temporal       0.692 
  2234        1:? 2:atempora       0.719 
  2235        1:? 1:temporal       0.643 
  2236        1:? 2:atempora       0.813 
  2237        1:? 1:temporal       0.574 
  2238        1:? 1:temporal       0.725 
  2239        1:? 1:temporal       0.618 
  2240        1:? 2:atempora       0.523 
  2241        1:? 2:atempora       0.542 
  2242        1:? 2:atempora       0.515 
  2243        1:? 2:atempora       0.511 
  2244        1:? 1:temporal       0.53 
  2245        1:? 1:temporal       0.632 
  2246        1:? 2:atempora       0.545 
  2247        1:? 1:temporal       0.681 
  2248        1:? 2:atempora       0.528 
  2249        1:? 1:temporal       0.669 
  2250        1:? 1:temporal       0.521 
  2251        1:? 2:atempora       0.697 
  2252        1:? 1:temporal       0.633 
  2253        1:? 2:atempora       0.596 
  2254        1:? 2:atempora       0.689 
  2255        1:? 1:temporal       0.654 
  2256        1:? 2:atempora       0.546 
  2257        1:? 2:atempora       0.774 
  2258        1:? 1:temporal       0.679 
  2259        1:? 1:temporal       0.725 
  2260        1:? 1:temporal       0.612 
  2261        1:? 1:temporal       0.744 
  2262        1:? 2:atempora       0.515 
  2263        1:? 1:temporal       0.574 
  2264        1:? 2:atempora       0.53 
  2265        1:? 2:atempora       0.814 
  2266        1:? 1:temporal       0.643 
  2267        1:? 1:temporal       0.638 
  2268        1:? 1:temporal       0.606 
  2269        1:? 2:atempora       0.563 
  2270        1:? 1:temporal       0.656 
  2271        1:? 2:atempora       0.725 
  2272        1:? 2:atempora       0.664 
  2273        1:? 2:atempora       0.65 
  2274        1:? 2:atempora       0.825 
  2275        1:? 2:atempora       0.59 
  2276        1:? 2:atempora       0.866 
  2277        1:? 2:atempora       0.753 
  2278        1:? 1:temporal       0.5 
  2279        1:? 1:temporal       0.635 
  2280        1:? 1:temporal       0.604 
  2281        1:? 2:atempora       0.594 
  2282        1:? 1:temporal       0.59 
  2283        1:? 2:atempora       0.619 
  2284        1:? 1:temporal       0.538 
  2285        1:? 2:atempora       0.738 
  2286        1:? 2:atempora       0.549 
  2287        1:? 2:atempora       0.898 
  2288        1:? 1:temporal       0.762 
  2289        1:? 1:temporal       0.561 
  2290        1:? 1:temporal       0.581 
  2291        1:? 1:temporal       0.5 
  2292        1:? 1:temporal       0.654 
  2293        1:? 1:temporal       0.632 
  2294        1:? 2:atempora       0.551 
  2295        1:? 1:temporal       0.661 
  2296        1:? 2:atempora       0.516 
  2297        1:? 2:atempora       0.558 
  2298        1:? 2:atempora       0.718 
  2299        1:? 2:atempora       0.69 
  2300        1:? 2:atempora       0.515 
  2301        1:? 1:temporal       0.56 
  2302        1:? 2:atempora       0.934 
  2303        1:? 1:temporal       0.583 
  2304        1:? 1:temporal       0.733 
  2305        1:? 1:temporal       0.547 
  2306        1:? 2:atempora       0.7 
  2307        1:? 1:temporal       0.723 
  2308        1:? 1:temporal       0.583 
  2309        1:? 2:atempora       0.558 
  2310        1:? 2:atempora       0.644 
  2311        1:? 2:atempora       0.86 
  2312        1:? 2:atempora       0.647 
  2313        1:? 1:temporal       0.768 
  2314        1:? 2:atempora       0.571 
  2315        1:? 1:temporal       0.547 
  2316        1:? 2:atempora       0.951 
  2317        1:? 2:atempora       0.548 
  2318        1:? 1:temporal       0.643 
  2319        1:? 2:atempora       0.531 
  2320        1:? 1:temporal       0.515 
  2321        1:? 1:temporal       0.556 
  2322        1:? 1:temporal       0.618 
  2323        1:? 2:atempora       0.691 
  2324        1:? 1:temporal       0.723 
  2325        1:? 2:atempora       0.636 
  2326        1:? 1:temporal       0.597 
  2327        1:? 2:atempora       0.587 
  2328        1:? 1:temporal       0.601 
  2329        1:? 1:temporal       0.59 
  2330        1:? 1:temporal       0.544 
  2331        1:? 1:temporal       0.733 
  2332        1:? 1:temporal       0.732 
  2333        1:? 1:temporal       0.506 
  2334        1:? 1:temporal       0.645 
  2335        1:? 1:temporal       0.804 
  2336        1:? 2:atempora       0.626 
  2337        1:? 2:atempora       0.506 
  2338        1:? 2:atempora       0.567 
  2339        1:? 1:temporal       0.643 
  2340        1:? 1:temporal       0.55 
  2341        1:? 2:atempora       0.704 
  2342        1:? 1:temporal       0.654 
  2343        1:? 2:atempora       0.602 
  2344        1:? 1:temporal       0.71 
  2345        1:? 1:temporal       0.58 
  2346        1:? 1:temporal       0.672 
  2347        1:? 2:atempora       0.57 
  2348        1:? 2:atempora       0.698 
  2349        1:? 2:atempora       0.772 
  2350        1:? 2:atempora       0.834 
  2351        1:? 1:temporal       0.64 
  2352        1:? 2:atempora       0.609 
  2353        1:? 2:atempora       0.618 
  2354        1:? 1:temporal       0.66 
  2355        1:? 2:atempora       0.542 
  2356        1:? 2:atempora       0.515 
  2357        1:? 1:temporal       0.541 
  2358        1:? 1:temporal       0.547 
  2359        1:? 2:atempora       0.822 
  2360        1:? 1:temporal       0.546 
  2361        1:? 1:temporal       0.638 
  2362        1:? 1:temporal       0.669 
  2363        1:? 2:atempora       0.698 
  2364        1:? 1:temporal       0.547 
  2365        1:? 2:atempora       0.65 
  2366        1:? 1:temporal       0.638 
  2367        1:? 2:atempora       0.574 
  2368        1:? 2:atempora       0.538 
  2369        1:? 1:temporal       0.626 
  2370        1:? 1:temporal       0.683 
  2371        1:? 2:atempora       0.562 
  2372        1:? 2:atempora       0.811 
  2373        1:? 1:temporal       0.524 
  2374        1:? 2:atempora       0.774 
  2375        1:? 2:atempora       0.575 
  2376        1:? 1:temporal       0.583 
  2377        1:? 2:atempora       0.723 
  2378        1:? 2:atempora       0.969 
  2379        1:? 2:atempora       0.515 
  2380        1:? 1:temporal       0.583 
  2381        1:? 1:temporal       0.649 
  2382        1:? 1:temporal       0.522 
  2383        1:? 2:atempora       0.562 
  2384        1:? 2:atempora       0.591 
  2385        1:? 1:temporal       0.646 
  2386        1:? 1:temporal       0.58 
  2387        1:? 2:atempora       0.666 
  2388        1:? 1:temporal       0.566 
  2389        1:? 1:temporal       0.636 
  2390        1:? 2:atempora       0.533 
  2391        1:? 2:atempora       0.532 
  2392        1:? 2:atempora       0.638 
  2393        1:? 2:atempora       0.515 
  2394        1:? 1:temporal       0.764 
  2395        1:? 1:temporal       0.674 
  2396        1:? 2:atempora       0.648 
  2397        1:? 1:temporal       0.669 
  2398        1:? 1:temporal       0.521 
  2399        1:? 1:temporal       0.562 
  2400        1:? 2:atempora       0.634 
  2401        1:? 2:atempora       0.648 
  2402        1:? 2:atempora       0.66 
  2403        1:? 1:temporal       0.733 
  2404        1:? 2:atempora       0.592 
  2405        1:? 2:atempora       0.862 
  2406        1:? 1:temporal       0.662 
  2407        1:? 1:temporal       0.624 
  2408        1:? 1:temporal       0.646 
  2409        1:? 1:temporal       0.518 
  2410        1:? 2:atempora       0.528 
  2411        1:? 1:temporal       0.547 
  2412        1:? 2:atempora       0.62 
  2413        1:? 1:temporal       0.583 
  2414        1:? 1:temporal       0.679 
  2415        1:? 1:temporal       0.643 
  2416        1:? 2:atempora       0.627 
  2417        1:? 2:atempora       0.727 
  2418        1:? 2:atempora       0.707 
  2419        1:? 1:temporal       0.5 
  2420        1:? 1:temporal       0.547 
  2421        1:? 1:temporal       0.618 
  2422        1:? 2:atempora       0.696 
  2423        1:? 1:temporal       0.609 
  2424        1:? 1:temporal       0.64 
  2425        1:? 1:temporal       0.617 
  2426        1:? 1:temporal       0.58 
  2427        1:? 1:temporal       0.547 
  2428        1:? 2:atempora       0.545 
  2429        1:? 1:temporal       0.673 
  2430        1:? 1:temporal       0.792 
  2431        1:? 2:atempora       0.835 
  2432        1:? 2:atempora       0.875 
  2433        1:? 1:temporal       0.572 
  2434        1:? 1:temporal       0.505 
  2435        1:? 2:atempora       0.783 
  2436        1:? 2:atempora       0.706 
  2437        1:? 2:atempora       0.809 
  2438        1:? 1:temporal       0.5 
  2439        1:? 1:temporal       0.766 
  2440        1:? 2:atempora       0.568 
  2441        1:? 2:atempora       0.548 
  2442        1:? 1:temporal       0.594 
  2443        1:? 2:atempora       0.558 
  2444        1:? 2:atempora       0.566 
  2445        1:? 1:temporal       0.541 
  2446        1:? 1:temporal       0.583 
  2447        1:? 1:temporal       0.686 
  2448        1:? 1:temporal       0.672 
  2449        1:? 2:atempora       0.538 
  2450        1:? 1:temporal       0.602 
  2451        1:? 2:atempora       0.629 
  2452        1:? 1:temporal       0.672 
  2453        1:? 1:temporal       0.569 
  2454        1:? 2:atempora       0.521 
  2455        1:? 1:temporal       0.749 
  2456        1:? 2:atempora       0.691 
  2457        1:? 1:temporal       0.659 
  2458        1:? 2:atempora       0.511 
  2459        1:? 1:temporal       0.612 
  2460        1:? 1:temporal       0.65 
  2461        1:? 2:atempora       0.555 
  2462        1:? 1:temporal       0.672 
  2463        1:? 2:atempora       0.786 
  2464        1:? 2:atempora       0.523 
  2465        1:? 1:temporal       0.8 
  2466        1:? 1:temporal       0.583 
  2467        1:? 2:atempora       0.726 
  2468        1:? 2:atempora       0.518 
  2469        1:? 2:atempora       0.701 
  2470        1:? 2:atempora       0.744 
  2471        1:? 2:atempora       0.786 
  2472        1:? 2:atempora       0.991 
  2473        1:? 1:temporal       0.741 
  2474        1:? 2:atempora       0.627 
  2475        1:? 1:temporal       0.639 
  2476        1:? 1:temporal       0.522 
  2477        1:? 2:atempora       0.565 
  2478        1:? 2:atempora       0.683 
  2479        1:? 2:atempora       0.69 
  2480        1:? 2:atempora       0.546 
  2481        1:? 1:temporal       0.737 
  2482        1:? 2:atempora       0.694 
  2483        1:? 1:temporal       0.5 
  2484        1:? 2:atempora       0.692 
  2485        1:? 1:temporal       0.673 
  2486        1:? 1:temporal       0.639 
  2487        1:? 1:temporal       0.542 
  2488        1:? 1:temporal       0.543 
  2489        1:? 2:atempora       0.905 
  2490        1:? 2:atempora       0.65 
  2491        1:? 1:temporal       0.507 
  2492        1:? 1:temporal       0.643 
  2493        1:? 2:atempora       0.705 
  2494        1:? 2:atempora       0.586 
  2495        1:? 2:atempora       0.538 
  2496        1:? 1:temporal       0.632 
  2497        1:? 2:atempora       0.532 
  2498        1:? 1:temporal       0.669 
  2499        1:? 2:atempora       0.656 
  2500        1:? 1:temporal       0.721 
  2501        1:? 1:temporal       0.648 
  2502        1:? 2:atempora       0.751 
  2503        1:? 2:atempora       0.746 
  2504        1:? 2:atempora       0.91 
  2505        1:? 2:atempora       0.768 
  2506        1:? 1:temporal       0.583 
  2507        1:? 2:atempora       0.677 
  2508        1:? 2:atempora       0.6 
  2509        1:? 1:temporal       0.762 
  2510        1:? 2:atempora       0.538 
  2511        1:? 1:temporal       0.583 
  2512        1:? 2:atempora       0.538 
  2513        1:? 2:atempora       0.522 
  2514        1:? 1:temporal       0.51 
  2515        1:? 2:atempora       0.742 
  2516        1:? 2:atempora       0.605 
  2517        1:? 2:atempora       0.604 
  2518        1:? 2:atempora       0.537 
  2519        1:? 2:atempora       0.528 
  2520        1:? 1:temporal       0.602 
  2521        1:? 2:atempora       0.661 
  2522        1:? 2:atempora       0.544 
  2523        1:? 2:atempora       0.759 
  2524        1:? 1:temporal       0.643 
  2525        1:? 2:atempora       0.604 
  2526        1:? 1:temporal       0.585 
  2527        1:? 1:temporal       0.536 
  2528        1:? 2:atempora       0.573 
  2529        1:? 1:temporal       0.762 
  2530        1:? 2:atempora       0.9 
  2531        1:? 1:temporal       0.673 
  2532        1:? 1:temporal       0.547 
  2533        1:? 1:temporal       0.764 
  2534        1:? 1:temporal       0.567 
  2535        1:? 2:atempora       0.591 
  2536        1:? 1:temporal       0.581 
  2537        1:? 2:atempora       0.824 
  2538        1:? 1:temporal       0.722 
  2539        1:? 1:temporal       0.572 
  2540        1:? 2:atempora       0.563 
